waterbody,usgs_site_no,date,gage_height_ft,qualifiers
Delavan Lake,423706088363400,2009-11-06,5.04,A
Delavan Lake,423706088363400,2009-11-07,5.04,A
Delavan Lake,423706088363400,2009-11-08,5.04,A
Delavan Lake,423706088363400,2009-11-09,5.05,A
Delavan Lake,423706088363400,2009-11-10,5.04,A
Delavan Lake,423706088363400,2009-11-11,5.03,A
Delavan Lake,423706088363400,2009-11-12,5.02,A
Delavan Lake,423706088363400,2009-11-13,5.01,A
Delavan Lake,423706088363400,2009-11-14,5.00,A
Delavan Lake,423706088363400,2009-11-15,5.01,A
Delavan Lake,423706088363400,2009-11-16,5.00,A
Delavan Lake,423706088363400,2009-11-17,5.00,A
Delavan Lake,423706088363400,2009-11-18,5.02,A
Delavan Lake,423706088363400,2009-11-19,5.04,A
Delavan Lake,423706088363400,2009-11-20,5.04,A
Delavan Lake,423706088363400,2009-11-21,5.04,A
Delavan Lake,423706088363400,2009-11-22,5.04,A
Delavan Lake,423706088363400,2009-11-23,5.05,A
Delavan Lake,423706088363400,2009-11-24,5.06,A
Delavan Lake,423706088363400,2009-11-25,5.13,A
Delavan Lake,423706088363400,2009-11-26,5.19,A
Delavan Lake,423706088363400,2009-11-27,5.21,A
Delavan Lake,423706088363400,2009-11-28,5.15,A
Delavan Lake,423706088363400,2009-11-29,5.09,A
Delavan Lake,423706088363400,2009-11-30,5.04,A
Delavan Lake,423706088363400,2009-12-01,5.00,A
Delavan Lake,423706088363400,2009-12-02,4.99,A
Delavan Lake,423706088363400,2009-12-03,4.99,A
Delavan Lake,423706088363400,2009-12-04,4.98,A
Delavan Lake,423706088363400,2009-12-05,4.97,A
Delavan Lake,423706088363400,2009-12-06,4.97,A
Delavan Lake,423706088363400,2009-12-07,4.97,A
Delavan Lake,423706088363400,2009-12-08,4.98,A
Delavan Lake,423706088363400,2009-12-09,5.07,A
Delavan Lake,423706088363400,2009-12-10,5.02,A
Delavan Lake,423706088363400,2009-12-11,4.97,A
Delavan Lake,423706088363400,2009-12-12,4.96,A
Delavan Lake,423706088363400,2009-12-13,4.96,A
Delavan Lake,423706088363400,2009-12-14,4.97,A
Delavan Lake,423706088363400,2009-12-15,4.98,A
Delavan Lake,423706088363400,2009-12-16,4.98,A
Delavan Lake,423706088363400,2009-12-17,4.98,A
Delavan Lake,423706088363400,2009-12-18,4.98,A
Delavan Lake,423706088363400,2009-12-19,4.99,A
Delavan Lake,423706088363400,2009-12-20,4.99,A
Delavan Lake,423706088363400,2009-12-21,4.99,A
Delavan Lake,423706088363400,2009-12-22,5.00,A
Delavan Lake,423706088363400,2009-12-23,5.01,A
Delavan Lake,423706088363400,2009-12-24,5.07,A
Delavan Lake,423706088363400,2009-12-25,5.17,A
Delavan Lake,423706088363400,2009-12-26,5.28,A
Delavan Lake,423706088363400,2009-12-27,5.25,A
Delavan Lake,423706088363400,2009-12-28,5.12,A
Delavan Lake,423706088363400,2009-12-29,4.99,A
Delavan Lake,423706088363400,2009-12-30,4.92,A
Delavan Lake,423706088363400,2009-12-31,4.93,A
